x,y,z,intensity,semantic_class
-12.014,-6.841,0.007,0.355,0
11.804,3.220,0.026,0.658,0
-12.894,0.554,0.002,0.486,0
-5.171,2.898,0.006,0.541,0
17.053,6.393,-0.007,0.340,0
-4.676,-2.160,0.025,0.313,0
-13.684,-1.302,0.005,0.447,0
15.519,2.517,-0.005,0.550,0
-13.491,-1.489,0.053,0.360,0
17.751,-6.109,-0.015,0.423,0
17.911,6.766,0.013,0.429,0
-11.657,3.333,-0.016,0.575,0
-9.724,-3.659,0.000,0.421,0
7.227,6.692,-0.017,0.410,0
-6.322,5.577,0.023,0.435,0
-14.600,-5.356,-0.005,0.578,0
-0.208,3.439,0.004,0.549,0
-19.773,3.098,0.026,0.344,0
-10.193,-3.370,0.027,0.670,0
4.761,-1.460,0.009,0.434,0
19.024,-6.472,-0.020,0.646,0
-17.630,7.027,-0.037,0.550,0
-16.364,3.069,-0.004,0.449,0
-1.470,-0.250,-0.015,0.444,0
12.895,3.766,0.012,0.526,0
-13.163,5.668,-0.030,0.676,0
3.004,7.657,0.014,0.679,0
-6.594,6.625,-0.039,0.627,0
-1.252,1.032,-0.001,0.500,0
-14.114,-6.469,0.026,0.563,0
13.890,2.185,-0.001,0.409,0
-3.209,-5.378,-0.001,0.326,0
-18.926,0.145,0.031,0.438,0
4.494,-6.166,-0.039,0.329,0
-9.699,0.295,0.002,0.679,0
10.412,-2.963,0.033,0.310,0
-19.527,-6.079,-0.017,0.355,0
-3.346,3.446,0.006,0.438,0
5.584,-1.048,0.011,0.510,0
-7.104,-0.369,0.008,0.560,0
-5.023,7.075,0.008,0.642,0
-4.395,-5.777,0.031,0.625,0
7.250,7.415,-0.030,0.695,0
17.179,-0.249,0.017,0.698,0
17.162,1.904,0.028,0.623,0
-11.192,-4.079,0.026,0.493,0
1.920,2.583,-0.001,0.402,0
-2.109,-1.377,0.001,0.486,0
-10.958,4.999,-0.012,0.631,0
6.965,-0.267,0.010,0.479,0
13.983,-3.186,0.001,0.370,0
7.707,1.203,-0.006,0.429,0
-10.323,7.383,-0.016,0.519,0
14.555,7.608,-0.004,0.351,0
9.494,0.175,0.045,0.627,0
-4.341,-2.252,-0.017,0.563,0
4.478,6.350,-0.027,0.438,0
8.910,-0.806,-0.001,0.481,0
9.174,3.070,-0.023,0.305,0
-4.716,4.055,-0.046,0.377,0
-15.469,-6.990,-0.010,0.343,0
6.468,-1.478,-0.019,0.572,0
1.959,-3.652,-0.003,0.614,0
3.144,-7.648,-0.004,0.391,0
13.132,-7.460,0.012,0.570,0
14.646,-3.318,-0.029,0.317,0
4.247,-0.674,-0.008,0.604,0
9.756,-7.093,-0.011,0.661,0
7.362,6.096,-0.009,0.450,0
6.273,1.425,0.500,0.779,1
10.988,1.095,0.757,0.723,1
10.212,-0.136,0.779,0.639,1
10.560,2.103,0.636,0.669,1
9.838,1.394,0.462,0.783,1
5.038,-2.476,1.145,0.673,1
9.997,0.536,0.202,0.870,1
8.497,2.093,0.089,0.878,1
9.163,-0.449,0.771,0.974,1
10.048,-0.552,0.560,0.638,1
5.483,-2.185,1.180,0.757,1
11.113,-2.193,0.437,0.724,1
10.044,-1.327,1.516,0.688,1
10.980,2.090,0.549,0.851,1
11.399,-0.091,1.063,0.830,1
10.478,0.110,1.365,0.665,1
11.759,1.765,1.777,0.888,1
7.000,-1.948,0.713,0.782,1
11.372,0.889,0.715,0.833,1
7.970,0.858,0.705,0.661,1
9.271,0.239,0.479,0.865,1
10.674,0.304,0.052,0.882,1
8.781,-0.584,1.331,0.863,1
5.574,0.229,1.281,0.721,1
11.070,1.662,0.173,0.898,1
8.090,-0.191,1.373,0.960,1
9.728,0.682,1.106,0.767,1
6.160,1.548,1.718,0.785,1
10.843,1.505,0.118,0.791,1
5.151,-1.655,1.716,0.900,1
10.317,-2.481,1.030,0.675,1
10.900,-1.972,1.394,0.959,1
7.739,-1.094,1.279,0.653,1
10.356,-2.448,0.286,0.894,1
5.038,0.321,0.767,0.882,1
10.885,-2.280,1.040,0.733,1
5.829,0.831,1.232,0.978,1
8.244,2.026,1.078,0.922,1
6.256,2.351,0.932,0.974,1
11.335,-0.351,0.669,0.965,1
5.053,1.643,1.145,0.736,1
7.073,0.660,0.385,0.770,1
8.321,1.775,1.179,0.607,1
6.142,-1.568,0.494,0.679,1
5.969,0.893,0.092,0.857,1
5.913,-2.296,0.517,0.972,1
6.835,2.075,1.129,0.879,1
11.452,-2.423,1.566,0.856,1
9.353,1.798,0.747,0.827,1
6.142,-1.054,1.670,0.611,1
9.048,-0.033,0.817,0.725,1
9.313,0.605,1.470,0.672,1
6.631,-0.509,1.401,0.732,1
10.710,0.810,1.612,0.813,1
7.845,-0.377,0.857,0.863,1
8.670,2.162,0.685,0.821,1
7.803,1.805,0.340,0.690,1
11.236,0.330,0.907,0.744,1
6.272,-1.880,0.770,0.811,1
9.590,0.862,1.146,0.794,1
7.537,1.353,0.215,0.824,1
7.263,0.438,1.177,0.893,1
10.402,0.569,0.207,0.980,1
8.414,-2.456,1.630,0.883,1
5.667,-2.115,1.463,0.749,1
7.655,0.098,0.260,0.817,1
11.175,-1.259,0.756,0.914,1
9.950,-2.128,0.181,0.824,1
5.416,-0.912,1.296,0.752,1
7.786,-1.062,0.689,0.611,1
6.765,-0.567,1.594,0.767,1
6.583,1.584,0.527,0.767,1
5.438,-2.236,0.060,0.969,1
6.105,-2.125,1.523,0.878,1
7.406,-1.702,1.267,0.875,1
10.004,-1.837,0.221,0.971,1
5.792,1.599,1.168,0.993,1
11.435,-1.598,0.738,0.947,1
8.649,-0.765,1.398,0.680,1
10.321,-0.097,0.308,0.622,1
7.314,1.525,0.394,0.667,1
10.362,0.465,1.441,0.630,1
11.307,-0.402,0.921,0.960,1
5.714,-0.372,0.520,0.811,1
7.594,-1.946,0.914,0.979,1
9.717,-0.281,0.254,0.862,1
11.486,1.250,1.010,0.746,1
8.422,0.714,1.763,0.739,1
9.575,-1.308,0.732,0.636,1
7.854,-1.828,0.643,0.699,1
9.283,2.411,1.182,0.737,1
8.982,1.170,1.017,0.810,1
11.542,-1.092,1.385,0.888,1
9.352,0.438,1.391,0.812,1
6.173,1.138,0.775,0.733,1
8.535,0.354,1.022,0.670,1
11.600,-2.243,1.705,0.887,1
9.940,1.307,0.614,0.899,1
6.862,-2.187,0.556,0.635,1
10.671,-2.478,1.315,0.989,1
9.721,-0.968,0.418,0.671,1
7.848,-2.108,0.215,0.689,1
5.660,-1.627,0.290,0.753,1
5.262,-1.844,1.116,0.958,1
11.893,-2.179,1.076,0.741,1
9.381,-0.997,0.219,0.667,1
6.511,-2.046,1.649,0.979,1
6.876,-0.117,1.459,0.706,1
6.956,1.527,1.059,0.744,1
10.011,0.619,1.295,0.638,1
7.280,0.039,1.196,0.955,1
10.292,2.423,0.222,0.608,1
11.319,-0.081,1.763,0.866,1
8.782,2.258,1.746,0.908,1
5.231,-0.234,1.267,0.810,1
10.821,-0.626,1.336,0.829,1
8.858,-1.646,1.716,0.660,1
6.047,-0.934,1.488,0.925,1
6.960,-1.731,0.046,0.722,1
6.765,1.430,0.775,0.665,1
9.856,-0.180,1.320,0.609,1
9.311,-1.625,0.162,0.914,1
11.313,0.624,1.736,0.665,1
8.034,2.236,0.927,0.900,1
6.540,0.653,0.260,0.665,1
6.245,-0.748,1.562,0.925,1
7.985,0.092,0.954,0.737,1
8.756,0.893,1.218,0.835,1
7.473,-2.298,0.496,0.826,1
10.119,-0.464,0.917,0.836,1
6.417,-1.171,1.383,0.745,1
7.931,-1.054,1.639,0.828,1
9.665,0.730,0.032,0.662,1
5.109,-0.505,1.005,0.616,1
11.668,0.380,0.997,0.836,1
9.257,-1.218,1.329,0.801,1
6.077,-2.258,0.636,0.852,1
5.498,2.120,0.103,1.000,1
7.044,0.129,0.601,0.824,1
8.581,1.358,0.856,0.910,1
11.792,-0.505,0.257,0.705,1
11.433,2.369,1.547,0.682,1
5.158,2.006,1.334,0.632,1
10.702,1.124,1.334,0.773,1
9.431,0.933,0.223,0.952,1
11.772,-2.087,0.487,0.619,1
5.914,1.973,0.951,0.872,1
7.077,0.008,1.006,0.683,1
6.212,1.571,1.605,0.805,1
9.062,-2.476,0.410,0.718,1
5.333,2.023,1.720,0.914,1
11.942,-1.523,0.788,0.642,1
5.561,-0.478,0.798,0.741,1
6.602,-1.500,0.513,0.925,1
6.781,-2.137,1.775,0.624,1
9.970,1.807,1.543,0.857,1
8.035,-2.025,0.614,0.872,1
7.401,1.231,0.878,0.654,1
6.461,-1.122,0.385,0.962,1
5.730,0.525,1.397,0.859,1
6.496,1.734,1.233,0.911,1
6.318,0.527,0.047,0.682,1
9.246,1.525,0.012,0.699,1
9.539,0.670,1.138,0.730,1
10.576,2.446,0.035,0.784,1
5.724,1.167,0.023,0.753,1
6.903,-0.311,0.602,0.672,1
6.671,1.590,1.534,0.827,1
8.489,0.850,1.053,0.842,1
6.501,0.851,0.863,0.612,1
6.551,1.409,0.357,0.863,1
5.780,0.258,0.306,0.970,1
5.194,-1.155,1.793,0.681,1
9.964,1.861,0.143,0.721,1
9.793,0.148,0.754,0.939,1
10.739,0.084,1.059,0.753,1
7.578,-2.368,0.960,0.658,1
10.945,1.842,1.716,0.885,1
8.909,1.746,0.706,0.812,1
9.374,-0.562,0.366,0.886,1
7.319,2.395,0.009,0.904,1
6.407,1.710,1.585,0.960,1
11.294,0.744,1.800,0.790,1
10.461,-2.237,0.086,0.995,1
8.853,-0.917,1.503,0.624,1
7.295,-0.723,0.961,0.758,1
9.970,-0.653,0.395,0.996,1
10.530,-0.195,1.581,0.975,1
6.160,1.393,1.395,0.601,1
8.805,1.312,0.272,0.795,1
7.877,2.334,0.799,0.950,1
10.139,1.852,0.114,0.836,1
9.018,-1.434,1.294,0.754,1
6.962,1.817,0.134,0.988,1
5.324,0.478,0.553,0.693,1
9.607,-0.359,1.450,0.926,1
7.377,1.863,0.134,0.884,1
8.481,-1.830,0.488,0.684,1
7.003,0.269,0.789,0.900,1
8.946,0.394,0.652,0.935,1
7.115,2.203,1.171,0.826,1
7.833,-2.470,1.018,0.723,1
5.240,-0.578,0.985,0.819,1
8.598,1.175,1.500,0.785,1
10.243,1.485,0.463,0.768,1
11.682,0.898,0.185,0.639,1
10.084,0.336,0.938,0.783,1
9.399,0.738,0.815,0.810,1
8.578,-0.927,0.416,0.809,1
5.150,1.390,1.239,0.706,1
6.976,-0.769,0.617,0.621,1
6.367,-0.674,0.156,0.638,1
7.231,-1.076,0.127,0.767,1
9.669,-1.010,0.433,0.775,1
5.581,0.562,0.677,0.684,1
6.661,0.512,1.678,0.911,1
7.847,0.239,0.031,0.821,1
11.414,0.095,1.388,0.693,1
8.617,0.654,0.985,0.837,1
9.788,-0.541,0.231,0.637,1
10.903,0.384,1.126,0.633,1
10.541,1.670,0.273,0.871,1
6.552,-1.367,0.967,0.698,1
6.494,1.432,0.950,0.639,1
5.725,1.365,1.104,0.921,1
11.401,0.406,0.317,0.706,1
10.072,0.285,0.554,0.856,1
11.975,-1.295,0.421,0.612,1
6.625,0.791,0.155,0.672,1
9.149,2.171,1.044,0.676,1
8.638,2.287,1.794,0.630,1
6.386,2.199,0.270,0.913,1
8.018,-0.375,1.389,0.906,1
6.654,-0.285,0.164,0.675,1
6.395,-2.028,0.935,0.878,1
11.281,0.700,1.752,0.759,1
8.836,1.173,0.259,0.851,1
5.264,-1.341,0.932,0.959,1
11.647,-0.701,0.538,0.920,1
5.444,1.988,0.897,0.882,1
7.202,-0.531,1.407,0.848,1
11.215,-0.598,1.737,0.798,1
6.775,-0.361,0.971,0.984,1
6.465,0.625,0.013,0.975,1
11.782,2.341,1.373,0.840,1
6.990,1.776,0.673,0.787,1
5.587,-0.964,1.296,0.764,1
7.023,-1.768,0.435,0.690,1
9.558,1.036,0.768,0.746,1
9.141,-1.961,0.243,0.663,1
8.787,0.304,1.415,0.859,1
5.557,1.727,0.231,0.880,1
6.599,2.247,0.229,0.672,1
9.213,0.488,1.302,0.884,1
5.765,-1.017,1.757,0.934,1
9.719,-0.016,0.133,0.613,1
7.790,0.939,0.087,0.830,1
10.283,-0.712,1.063,0.722,1
5.760,1.785,0.068,0.804,1
11.620,-1.614,0.670,0.727,1
6.303,1.082,0.810,0.677,1
7.184,0.941,1.055,0.991,1
5.795,1.856,1.095,0.605,1
10.452,1.945,1.597,0.838,1
11.752,-0.912,0.235,0.642,1
9.808,-1.129,0.769,0.961,1
10.732,-2.104,1.146,0.762,1
9.638,-1.008,0.071,0.677,1
7.454,-0.195,1.550,0.822,1
10.794,-0.940,0.542,0.770,1
9.222,-2.364,0.330,0.703,1
7.820,-0.766,1.502,0.655,1
10.259,1.994,0.584,0.701,1
8.785,-0.466,0.730,0.888,1
10.448,1.053,1.347,0.999,1
10.462,-0.610,1.548,0.601,1
6.018,-1.505,0.820,0.612,1
8.738,1.533,0.070,0.955,1
8.742,-0.095,1.708,0.907,1
7.545,-2.482,0.292,0.822,1
10.585,-0.266,1.561,0.859,1
11.697,-1.291,0.987,0.620,1
10.153,1.739,0.038,0.682,1
8.070,-0.463,0.932,0.803,1
9.346,0.552,0.770,0.757,1
6.652,-0.726,1.149,0.833,1
8.434,-0.771,1.203,0.947,1
9.489,1.826,1.564,0.953,1
6.279,1.428,0.978,0.894,1
8.600,2.032,0.304,0.925,1
11.211,-1.028,1.682,0.846,1
7.372,2.137,0.610,0.818,1
7.959,-0.567,0.708,0.674,1
8.712,-0.694,1.387,0.720,1
10.573,2.101,1.545,0.774,1
11.236,0.755,1.177,0.623,1
8.689,-1.908,0.043,0.788,1
7.269,-0.615,1.615,0.753,1
11.041,-0.736,0.988,0.851,1
10.577,-1.100,1.676,0.899,1
8.382,1.121,0.169,0.696,1
10.560,-2.413,1.505,0.901,1
9.178,-0.763,1.166,0.983,1
7.492,-0.454,1.196,0.999,1
6.698,-0.581,0.239,0.672,1
6.902,-0.571,0.693,0.998,1
10.120,0.883,0.909,0.656,1
8.350,-0.874,0.585,0.929,1
11.303,0.698,0.046,0.643,1
6.970,1.390,1.426,0.854,1
9.039,-1.016,0.700,0.851,1
9.870,0.174,1.489,0.733,1
6.913,-2.421,0.939,0.990,1
6.405,-1.081,0.821,0.731,1
8.778,-0.466,0.924,0.753,1
8.201,0.614,1.776,0.622,1
8.136,1.526,0.421,0.714,1
5.500,-1.787,0.105,0.703,1
9.551,-1.220,1.376,0.632,1
7.121,-0.498,0.573,0.917,1
8.174,2.033,0.812,0.665,1
10.433,-0.613,0.789,0.700,1
10.927,0.722,1.560,0.978,1
9.005,-0.415,0.373,0.794,1
5.770,2.137,0.156,0.979,1
8.879,-1.066,0.145,0.627,1
9.762,-1.610,0.370,0.780,1
9.835,1.175,0.012,0.780,1
5.752,-0.190,1.140,0.658,1
7.885,-0.483,0.448,0.636,1
11.916,0.150,1.200,0.980,1
6.724,-0.937,1.068,0.941,1
10.646,0.486,0.345,0.682,1
6.730,0.716,1.460,0.764,1
5.556,-2.177,0.773,0.796,1
11.515,2.490,1.012,0.807,1
9.906,-0.422,0.462,0.886,1
10.803,-1.967,1.249,0.940,1
7.891,-1.506,0.219,0.932,1
5.986,2.256,0.954,0.814,1
11.924,0.840,0.591,0.974,1
9.507,1.029,1.494,0.718,1
7.588,2.087,0.431,0.698,1
6.002,1.496,0.746,0.870,1
7.972,1.120,1.085,0.833,1
11.776,0.729,1.301,0.652,1
7.565,2.093,0.526,0.931,1
9.833,-0.999,1.783,0.701,1
6.502,2.076,1.124,0.677,1
8.873,0.510,0.988,0.854,1
5.585,1.010,0.669,0.997,1
9.583,2.341,1.240,0.656,1
9.188,-1.999,0.316,0.845,1
6.880,-0.947,0.694,0.680,1
5.049,1.092,0.488,0.983,1
7.442,-1.809,1.321,0.707,1
11.016,-1.552,0.436,0.855,1
9.519,0.012,0.556,0.619,1
10.279,-1.567,0.664,0.724,1
6.482,-0.306,0.093,0.901,1
6.034,-2.454,0.708,0.665,1
9.890,-2.366,0.220,0.767,1
10.292,-1.105,0.670,0.678,1
8.069,1.554,1.274,0.781,1
7.060,0.649,0.482,0.965,1
9.642,-2.348,0.785,0.974,1
9.119,-1.920,0.575,0.932,1
11.955,-2.429,1.107,0.688,1
10.546,-1.788,1.560,0.890,1
9.930,-0.756,0.725,0.625,1
10.188,-0.531,0.943,0.878,1
5.705,-1.559,1.581,0.695,1
7.920,1.941,1.238,0.932,1
11.213,-0.231,0.821,0.896,1
6.925,-0.185,1.102,0.912,1
5.542,-2.111,0.879,0.617,1
5.221,1.591,0.859,0.719,1
8.799,2.115,0.599,0.999,1
7.438,-1.643,0.328,0.928,1
5.501,-0.667,0.599,0.996,1
9.751,-0.710,1.442,0.695,1
9.268,-2.260,0.301,0.871,1
6.265,-1.374,1.771,0.720,1
11.585,-1.624,1.370,0.943,1
11.703,-2.126,0.464,0.830,1
6.355,0.245,0.594,0.926,1
10.648,0.834,0.115,0.757,1
9.298,1.513,1.632,0.747,1
10.097,0.430,1.610,0.952,1
9.071,-2.287,0.710,0.958,1
11.634,1.490,1.096,0.766,1
5.510,-0.427,1.404,0.971,1
10.240,0.998,0.444,0.696,1
10.993,-1.977,0.165,0.602,1
5.592,-0.286,0.463,0.978,1
7.829,1.625,1.180,0.960,1
5.607,0.654,1.095,0.773,1
5.299,0.122,0.268,0.984,1
8.825,-0.173,0.891,0.609,1
5.071,0.444,0.454,0.868,1
7.518,1.470,1.494,0.605,1
6.209,2.099,0.168,0.995,1
8.940,-1.422,0.692,0.734,1
11.791,-2.409,1.659,0.974,1
9.075,-1.459,1.206,0.683,1
9.050,0.619,1.661,0.763,1
7.603,-0.059,1.300,0.615,1
7.849,0.486,1.744,0.676,1
6.529,-1.159,0.089,0.705,1
10.186,1.422,0.826,0.729,1
9.245,1.369,0.388,0.882,1
7.041,-1.002,1.422,0.801,1
8.652,-1.528,0.730,0.912,1
8.658,1.067,0.916,0.821,1
11.535,2.357,1.546,0.630,1
5.313,-0.909,0.060,0.656,1
10.662,1.914,1.784,0.835,1
11.402,0.121,1.126,0.734,1
11.076,1.737,0.183,0.869,1
5.715,-2.326,0.217,0.718,1
7.629,-2.497,0.144,0.827,1
9.951,-2.100,0.730,0.890,1
5.715,-1.750,0.542,0.872,1
10.856,-0.405,0.564,0.722,1
7.210,2.061,0.207,0.828,1
8.291,-2.203,1.624,0.918,1
7.276,2.499,1.545,0.733,1
7.637,1.315,0.439,0.810,1
6.096,2.186,1.642,0.906,1
6.408,-0.034,0.597,0.726,1
9.594,-2.251,0.329,0.654,1
7.285,-0.782,0.281,0.629,1
5.100,1.845,0.030,0.863,1
9.752,-2.041,1.200,0.904,1
5.015,0.486,0.793,0.664,1
5.490,2.403,1.238,0.704,1
11.714,-0.343,0.067,0.950,1
9.671,-2.413,1.313,0.782,1
9.951,1.864,1.314,0.990,1
7.525,0.540,0.505,0.862,1
10.017,-2.237,0.624,0.601,1
11.651,-1.777,1.373,0.812,1
9.883,-0.541,0.722,0.651,1
8.591,1.643,0.688,0.805,1
9.583,-1.962,0.245,0.970,1
7.806,2.344,0.410,0.973,1
9.940,0.615,0.604,0.770,1
7.136,-2.001,0.229,0.833,1
10.987,0.642,1.710,0.646,1
8.957,1.894,1.628,0.675,1
5.442,0.809,1.390,0.671,1
10.486,1.305,0.708,0.739,1
8.439,1.171,1.179,0.965,1
6.154,-0.545,1.669,0.649,1
6.488,-0.808,0.244,0.844,1
6.464,0.628,1.064,0.622,1
6.270,-2.008,0.260,0.635,1
6.812,-1.822,1.365,0.834,1
5.260,2.153,0.984,0.972,1
9.714,1.592,0.122,0.682,1
9.721,-2.112,1.298,0.706,1
8.770,-1.526,0.580,0.722,1
10.634,-2.048,1.129,0.802,1
7.909,-1.589,1.480,0.951,1
5.520,-1.235,0.548,0.939,1
6.209,-1.499,1.572,0.953,1
7.938,2.029,0.540,0.964,1
11.661,-2.224,1.031,0.918,1
8.447,-1.133,0.570,0.738,1
9.067,0.648,1.290,0.834,1
8.048,-0.937,1.748,0.688,1
7.927,-1.464,1.665,0.942,1
8.760,-0.906,0.616,0.667,1
10.011,0.500,0.059,0.740,1
7.600,0.815,1.716,0.619,1
7.812,0.778,0.981,0.824,1
7.029,1.328,0.197,0.772,1
10.112,-1.011,1.514,0.903,1
10.313,0.171,1.289,0.652,1
7.840,0.925,0.018,0.784,1
5.977,2.155,0.975,0.771,1
7.652,-2.155,0.175,0.815,1
6.724,-0.145,1.367,0.891,1
6.232,0.362,0.568,0.853,1
10.402,-0.059,1.532,0.742,1
7.980,-1.459,0.955,0.978,1
8.268,1.867,1.482,0.853,1
9.953,2.457,1.304,0.837,1
7.395,-2.294,1.168,0.841,1
5.560,-0.984,1.488,0.870,1
11.890,0.941,0.466,0.958,1
8.101,-1.672,0.535,0.697,1
9.578,-1.499,0.088,0.715,1
5.315,-1.043,1.259,0.787,1
5.099,-1.806,0.691,0.845,1
8.098,-1.142,1.167,0.857,1
5.063,-1.926,1.115,0.948,1
7.957,1.803,0.284,0.630,1
5.796,0.459,0.740,0.952,1
5.961,0.503,0.420,0.881,1
10.618,0.168,0.420,0.601,1
7.447,0.095,1.410,0.723,1
10.291,1.734,1.569,0.881,1
8.314,1.134,1.023,0.830,1
6.133,-1.542,0.589,0.785,1
6.022,1.991,0.256,0.979,1
11.458,-0.245,1.175,0.676,1
8.216,2.408,1.335,0.903,1
6.760,1.903,0.649,0.962,1
6.777,-1.775,0.918,0.841,1
6.499,1.225,0.324,0.783,1
11.940,-1.454,1.173,0.841,1
9.946,-1.956,0.223,0.643,1
7.122,-0.274,1.240,0.900,1
7.674,0.537,1.134,0.999,1
6.134,0.227,1.530,0.815,1
10.138,1.209,1.324,0.634,1
7.613,-1.790,1.776,0.678,1
9.333,-0.864,0.802,0.705,1
9.018,1.027,1.213,0.636,1
9.017,-1.715,0.216,0.937,1
10.907,1.960,1.347,0.652,1
6.997,-1.373,1.774,0.764,1
9.492,1.036,1.742,0.960,1
5.254,2.326,1.696,0.741,1
8.810,-0.920,1.037,0.912,1
9.131,-0.707,1.423,0.940,1
10.095,0.162,0.533,0.983,1
10.220,1.225,1.004,0.837,1
9.104,-0.044,0.820,0.876,1
10.758,-0.599,1.174,0.860,1
8.876,-1.809,1.613,0.830,1
9.660,0.575,1.354,0.981,1
10.213,0.518,1.176,0.959,1
8.305,1.684,0.337,0.681,1
9.634,1.639,0.982,0.853,1
5.775,-1.358,0.095,0.746,1
6.628,0.839,1.187,0.753,1
6.590,-2.040,0.461,0.737,1
5.288,1.855,1.196,0.797,1
7.877,-0.866,1.097,0.869,1
9.117,-2.388,1.414,0.919,1
8.488,-1.185,0.758,0.790,1
11.749,1.164,0.443,0.704,1
5.665,-0.370,1.594,0.901,1
8.264,-1.717,1.090,0.976,1
10.162,2.349,1.186,0.648,1
10.200,2.377,0.166,0.973,1
11.502,-1.485,1.212,0.722,1
7.586,2.348,0.213,0.869,1
10.942,-0.986,1.620,0.624,1
5.125,0.991,1.418,0.764,1
9.987,2.423,0.934,0.633,1
11.907,1.579,0.933,0.726,1
5.366,-1.683,1.684,0.709,1
9.480,2.299,0.778,0.609,1
7.070,1.227,0.652,0.713,1
5.850,-1.884,0.778,0.742,1
8.393,-2.217,0.445,0.982,1
6.065,2.225,1.415,0.639,1
10.221,1.475,0.249,0.967,1
5.017,-0.536,1.599,0.724,1
10.690,-1.958,0.848,0.869,1
10.256,0.237,1.181,0.837,1
8.136,0.128,0.330,0.979,1
11.196,0.418,1.511,0.988,1
9.466,-1.186,1.610,0.638,1
8.547,0.283,0.630,0.863,1
7.504,0.659,0.899,0.799,1
5.581,-1.076,0.890,0.631,1
5.719,0.300,0.852,0.865,1
11.439,0.112,1.682,0.878,1
7.792,1.808,1.500,0.854,1
11.522,-1.720,1.752,0.662,1
9.597,1.703,1.489,0.885,1
8.635,-2.138,0.788,0.903,1
9.590,-1.372,0.553,0.676,1
8.525,-1.141,1.236,0.656,1
5.525,1.005,1.287,0.953,1
8.742,-0.527,0.530,0.636,1
5.961,-2.130,0.832,0.833,1
8.235,-0.281,0.290,0.763,1
8.798,1.147,1.567,0.665,1
11.354,-2.375,0.776,0.659,1
11.161,0.781,1.460,0.910,1
9.850,1.396,1.673,0.769,1
7.806,2.094,0.033,0.669,1
11.600,0.864,1.193,0.630,1
9.122,-0.409,0.392,0.833,1
6.208,-2.037,0.912,0.994,1
10.721,-2.250,0.800,0.801,1
8.600,-0.499,1.504,0.820,1
9.483,0.139,0.657,0.672,1
8.090,-1.174,1.289,0.711,1
5.095,-0.265,1.757,0.938,1
6.297,-0.690,1.283,0.715,1
5.718,2.166,1.016,0.642,1
6.801,0.213,1.797,0.686,1
9.239,0.557,0.276,0.719,1
6.435,-1.374,0.423,0.717,1
8.317,1.299,0.603,0.714,1
6.017,-2.196,0.281,0.901,1
5.771,-1.482,0.251,0.825,1
11.365,2.168,0.468,0.873,1
7.222,1.709,0.433,0.679,1
6.638,1.133,0.258,0.764,1
6.074,1.862,0.131,0.910,1
6.654,-1.373,1.208,0.650,1
11.049,1.626,1.310,0.835,1
5.513,-0.222,1.032,0.898,1
6.912,1.255,1.603,0.679,1
10.155,1.887,0.794,0.856,1
9.134,-2.005,0.216,0.997,1
9.412,0.169,0.506,0.967,1
10.641,1.579,0.248,0.980,1
5.926,0.281,0.253,0.925,1
5.537,1.566,1.368,0.863,1
10.576,0.632,0.226,0.613,1
10.809,1.177,0.617,0.837,1
10.989,-0.146,0.258,0.864,1
7.459,1.350,1.242,1.000,1
9.834,0.849,0.326,0.862,1
9.301,0.036,1.403,0.659,1
9.119,0.309,0.962,0.823,1
10.861,-2.338,1.501,0.802,1
10.824,1.405,1.530,0.813,1
5.007,-1.157,0.050,0.903,1
8.317,-1.523,0.865,0.842,1
10.889,0.826,1.469,0.889,1
8.809,-1.830,1.145,0.961,1
6.520,1.071,1.533,0.998,1
5.836,-0.077,1.459,0.643,1
11.096,0.347,0.141,0.736,1
11.307,0.672,0.914,0.996,1
10.461,0.339,0.070,0.768,1
8.232,0.621,1.592,0.846,1
5.772,-1.625,0.734,0.826,1
5.208,1.749,0.731,0.681,1
5.334,-0.270,0.408,0.782,1
6.731,1.613,1.761,0.933,1
6.010,-0.021,0.548,0.978,1
8.085,1.839,1.788,0.740,1
7.131,2.036,0.178,0.700,1
6.897,1.747,0.323,0.720,1
11.770,1.862,0.017,0.899,1
7.352,0.607,0.176,0.923,1
7.348,-1.547,0.803,0.629,1
8.371,-0.052,0.029,0.784,1
8.943,1.431,0.262,0.966,1
7.845,0.948,0.513,0.618,1
11.957,-1.140,1.622,0.743,1
8.294,2.442,1.689,0.790,1
7.655,1.883,0.733,0.737,1
7.106,0.589,0.603,0.856,1
6.462,-0.990,0.721,0.917,1
11.181,0.086,0.101,0.817,1
7.132,-0.629,0.114,0.700,1
5.576,1.755,0.700,0.936,1
7.799,-0.010,0.780,0.815,1
8.563,2.223,0.491,0.684,1
8.917,-1.961,1.080,0.832,1
11.312,2.442,0.265,0.621,1
11.775,2.202,0.596,0.838,1
5.776,2.007,0.442,0.848,1
8.955,-0.582,1.340,0.683,1
11.200,0.321,1.393,0.965,1
8.839,-1.826,1.020,0.724,1
8.091,1.141,0.968,0.910,1
8.878,0.018,0.498,0.938,1
8.278,0.234,1.280,0.730,1
10.203,-0.721,1.257,0.758,1
11.005,1.060,0.842,0.637,1
9.004,1.898,0.317,0.652,1
10.057,-1.928,0.624,0.806,1
5.922,-1.421,1.779,0.668,1
8.156,0.551,0.892,0.949,1
6.210,-1.110,1.567,0.710,1
6.157,0.327,0.867,0.993,1
10.942,-1.118,1.470,0.613,1
10.165,-1.047,0.432,0.825,1
5.731,-0.136,0.930,0.864,1
7.322,-0.113,1.109,0.706,1
7.244,0.348,0.786,0.992,1
